effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
072-E01,072,Moon Cat,CREATURE,Uncommon,Cosmic,,,FALSE,DURING_DAMAGE_CALC,TEXT,"{""type"": ""TEXT"", ""text"": ""Target name contains \""Were\""""}",1,Damage Multiplier,APPLY_ATTACK_DAMAGE_MULTIPLIER,applyConditionalDamageMultiplier,"Creature with ""Were"" in its name",2x Atk damage,[],"{""target"": ""Creature with \""Were\"" in its name"", ""valueText"": ""2x Atk damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target name contains \""Were\""""}, ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2}",ATTACK_DAMAGE,CURRENT_BATTLE,,,Current battle,,,FALSE,FALSE,FALSE,FALSE,,"This card inflicts 2x Atk damage to any creature with ""Were"" in its name. It also receives the effects of the ""Full Moon"" magic card.","{""id"": ""072-E01"", ""trigger"": ""DURING_DAMAGE_CALC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Target name contains \""Were\""""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Multiply Atk damage"", ""target"": ""Creature with \""Were\"" in its name"", ""value"": ""2x Atk damage"", ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""reusableFunction"": ""applyConditionalDamageMultiplier"", ""params"": {""target"": ""Creature with \""Were\"" in its name"", ""valueText"": ""2x Atk damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target name contains \""Were\""""}, ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2}, ""notes"": """", ""needsReview"": false}"
072-E02,072,Moon Cat,CREATURE,Uncommon,Cosmic,,,FALSE,WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""This card receives effects of \""Full Moon\""""}",2,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,This card,AL ADD 5; HIT_DICE_ROLLS ADD 1; ATK_DICE_ROLLS ADD 1,"[{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 5}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}]","{""target"": ""This card"", ""valueText"": ""AL ADD 5; HIT_DICE_ROLLS ADD 1; ATK_DICE_ROLLS ADD 1"", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 5}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card receives effects of \""Full Moon\""""}, ""duration"": {""text"": ""While \""Full Moon\"" effect applies"", ""type"": ""TEXT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,TEXT,,,"While ""Full Moon"" effect applies",,,FALSE,FALSE,FALSE,FALSE,Hard-coded Full Moon effects onto Moon Cat. Review if only active while Full Moon card is on field.,"This card inflicts 2x Atk damage to any creature with ""Were"" in its name. It also receives the effects of the ""Full Moon"" magic card.","{""id"": ""072-E02"", ""trigger"": ""WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card receives effects of \""Full Moon\""""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""This card"", ""value"": ""AL ADD 5; HIT_DICE_ROLLS ADD 1; ATK_DICE_ROLLS ADD 1"", ""duration"": {""text"": ""While \""Full Moon\"" effect applies"", ""type"": ""TEXT""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""This card"", ""valueText"": ""AL ADD 5; HIT_DICE_ROLLS ADD 1; ATK_DICE_ROLLS ADD 1"", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 5}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card receives effects of \""Full Moon\""""}, ""duration"": {""text"": ""While \""Full Moon\"" effect applies"", ""type"": ""TEXT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Hard-coded Full Moon effects onto Moon Cat. Review if only active while Full Moon card is on field."", ""needsReview"": false}"
073-E01,073,Metallic Bone,MAGIC,Uncommon,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",1,Damage Immunity,APPLY_DAMAGE_IMMUNITY,applyDamageImmunity,Equipped creature,Cannot receive damage,[],"{""target"": ""Equipped creature"", ""valueText"": ""Cannot receive damage"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,TRUE,TRUE,FALSE,,"The equipped creature cannot receive damage. During your opponent's turn they may roll 1 die. If the result is 1-3, this card is destroyed.","{""id"": ""073-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_DAMAGE_IMMUNITY"", ""effectGroup"": ""Damage Immunity"", ""actionText"": ""Prevent all damage to equipped creature"", ""target"": ""Equipped creature"", ""value"": ""Cannot receive damage"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyDamageImmunity"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Cannot receive damage"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
073-E02,073,Metallic Bone,MAGIC,Uncommon,,INFINITE,EQUIP,TRUE,DURING_OPPONENT_TURN,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent rolls 1 die; success 1-3""}",2,Escape Roll/Destroy,DESTROY_SELF,destroySelf,This card,Destroyed on opponent roll 1-3,[],"{""target"": ""This card"", ""valueText"": ""Destroyed on opponent roll 1-3"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent rolls 1 die; success 1-3""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""successValues"": [1, 2, 3]}",,INSTANT,,,Instant,,,FALSE,TRUE,TRUE,FALSE,,"The equipped creature cannot receive damage. During your opponent's turn they may roll 1 die. If the result is 1-3, this card is destroyed.","{""id"": ""073-E02"", ""trigger"": ""DURING_OPPONENT_TURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent rolls 1 die; success 1-3""}, ""actionType"": ""DESTROY_SELF"", ""effectGroup"": ""Escape Roll/Destroy"", ""actionText"": ""Destroy this card"", ""target"": ""This card"", ""value"": ""Destroyed on opponent roll 1-3"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroySelf"", ""params"": {""target"": ""This card"", ""valueText"": ""Destroyed on opponent roll 1-3"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent rolls 1 die; success 1-3""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""successValues"": [1, 2, 3]}, ""notes"": """", ""needsReview"": false}"
074-E01,074,The Old One,CREATURE,Legendary,Cosmic,,,FALSE,ON_SUMMON,ON_SUMMON_CONDITION,"{""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This card is summoned""}",1,Mass Return,MOVE_CARDS,returnCardsToOwnerDeck,All other cards on the field,Return to original owner's deck,[],"{""target"": ""All other cards on the field"", ""valueText"": ""Return to original owner's deck"", ""statChanges"": [], ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This card is summoned""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""excludeSource"": true, ""zones"": [""FIELD""]}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"When summoned, return all cards aside from this card on the field back to their original owner's deck. All players then shuffle and draw the same number of cards they sent to their deck.","{""id"": ""074-E01"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This card is summoned""}, ""actionType"": ""MOVE_CARDS"", ""effectGroup"": ""Mass Return"", ""actionText"": ""Return all cards aside from this card to owners' decks"", ""target"": ""All other cards on the field"", ""value"": ""Return to original owner's deck"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""returnCardsToOwnerDeck"", ""params"": {""target"": ""All other cards on the field"", ""valueText"": ""Return to original owner's deck"", ""statChanges"": [], ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This card is summoned""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""excludeSource"": true, ""zones"": [""FIELD""]}, ""notes"": """", ""needsReview"": false}"
074-E02,074,The Old One,CREATURE,Legendary,Cosmic,,,FALSE,AFTER_RETURN,TEXT,"{""type"": ""TEXT"", ""text"": ""Cards were returned by The Old One""}",2,Shuffle/Draw,DRAW_CARDS_VARIABLE,drawCardsVariable,All players,Shuffle and draw same number sent to deck,[],"{""target"": ""All players"", ""valueText"": ""Shuffle and draw same number sent to deck"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Cards were returned by The Old One""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""drawCountSource"": ""CARDS_SENT_TO_DECK_BY_PLAYER""}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"When summoned, return all cards aside from this card on the field back to their original owner's deck. All players then shuffle and draw the same number of cards they sent to their deck.","{""id"": ""074-E02"", ""trigger"": ""AFTER_RETURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""Cards were returned by The Old One""}, ""actionType"": ""DRAW_CARDS_VARIABLE"", ""effectGroup"": ""Shuffle/Draw"", ""actionText"": ""Each player shuffles and draws the same number of cards they sent"", ""target"": ""All players"", ""value"": ""Shuffle and draw same number sent to deck"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""drawCardsVariable"", ""params"": {""target"": ""All players"", ""valueText"": ""Shuffle and draw same number sent to deck"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Cards were returned by The Old One""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""drawCountSource"": ""CARDS_SENT_TO_DECK_BY_PLAYER""}, ""notes"": """", ""needsReview"": false}"
075-E01,075,Jerry,CREATURE,Legendary,Unknown,,,FALSE,WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent has a primary creature""}",1,Dynamic Stat Copy,APPLY_DYNAMIC_STAT_MODIFIER,applyDynamicStatModifier,This creature,"Copy opponent primary base AL, SPD, Atk Dice Rolls, Modifier, and Type","[{""stat"": ""AL"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_AL""}, {""stat"": ""SPD"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_SPD""}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_ATK_DICE_ROLLS""}, {""stat"": ""MODIFIER"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_MODIFIER""}, {""stat"": ""TYPE"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.TYPE""}]","{""target"": ""This creature"", ""valueText"": ""Copy opponent primary base AL, SPD, Atk Dice Rolls, Modifier, and Type"", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_AL""}, {""stat"": ""SPD"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_SPD""}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_ATK_DICE_ROLLS""}, {""stat"": ""MODIFIER"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_MODIFIER""}, {""stat"": ""TYPE"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.TYPE""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent has a primary creature""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,FALSE,FALSE,FALSE,Switch stats whenever a new opposing primary creature enters the field.,"This creature copies the base stats of your opponent's primary creature. This includes: AL, SPD, Atk Dice Rolls, Modifier, and Type. Switch stats if a new primary creature enters the field.","{""id"": ""075-E01"", ""trigger"": ""WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent has a primary creature""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Dynamic Stat Copy"", ""actionText"": ""Copy opponent primary creature base stats and type"", ""target"": ""This creature"", ""value"": ""Copy opponent primary base AL, SPD, Atk Dice Rolls, Modifier, and Type"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""Copy opponent primary base AL, SPD, Atk Dice Rolls, Modifier, and Type"", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_AL""}, {""stat"": ""SPD"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_SPD""}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_ATK_DICE_ROLLS""}, {""stat"": ""MODIFIER"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.BASE_MODIFIER""}, {""stat"": ""TYPE"", ""operation"": ""COPY"", ""source"": ""OPPONENT_PRIMARY_CREATURE.TYPE""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent has a primary creature""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Switch stats whenever a new opposing primary creature enters the field."", ""needsReview"": false}"
076-E01,076,Lead Boots,MAGIC,Common,,INFINITE,EQUIP,TRUE,EQUIP_REQUIREMENT,TEXT,"{""type"": ""TEXT"", ""text"": ""Target is a primary creature""}",1,Equip Requirement,VALIDATE_SUMMON_REQUIREMENT,validateSummonRequirement,Target creature,Must be a primary creature,[],"{""target"": ""Target creature"", ""valueText"": ""Must be a primary creature"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target is a primary creature""}, ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""targetMustBePrimaryCreature"": true}",,BEFORE_EQUIP,,,Before equip,,,FALSE,FALSE,TRUE,FALSE,,Can only be equipped to a primary creature. The equipped creature cannot leave the field or change control unless killed. This card cannot be removed from the field unless destroyed.,"{""id"": ""076-E01"", ""trigger"": ""EQUIP_REQUIREMENT"", ""condition"": {""type"": ""TEXT"", ""text"": ""Target is a primary creature""}, ""actionType"": ""VALIDATE_SUMMON_REQUIREMENT"", ""effectGroup"": ""Equip Requirement"", ""actionText"": ""Validate equip target"", ""target"": ""Target creature"", ""value"": ""Must be a primary creature"", ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""reusableFunction"": ""validateSummonRequirement"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Must be a primary creature"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Target is a primary creature""}, ""duration"": {""text"": ""Before equip"", ""type"": ""BEFORE_EQUIP""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""targetMustBePrimaryCreature"": true}, ""notes"": """", ""needsReview"": false}"
076-E02,076,Lead Boots,MAGIC,Common,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature would leave field or change control without being killed""}",2,Zone Restriction,APPLY_PLAY_RESTRICTION,applyPlayRestriction,Equipped creature,Cannot leave field or change control unless killed,[],"{""target"": ""Equipped creature"", ""valueText"": ""Cannot leave field or change control unless killed"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature would leave field or change control without being killed""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,TRUE,TRUE,FALSE,,Can only be equipped to a primary creature. The equipped creature cannot leave the field or change control unless killed. This card cannot be removed from the field unless destroyed.,"{""id"": ""076-E02"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature would leave field or change control without being killed""}, ""actionType"": ""APPLY_PLAY_RESTRICTION"", ""effectGroup"": ""Zone Restriction"", ""actionText"": ""Prevent non-kill removal or control change"", ""target"": ""Equipped creature"", ""value"": ""Cannot leave field or change control unless killed"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyPlayRestriction"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Cannot leave field or change control unless killed"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature would leave field or change control without being killed""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
076-E03,076,Lead Boots,MAGIC,Common,,INFINITE,EQUIP,TRUE,STATIC_RULE,TEXT,"{""type"": ""TEXT"", ""text"": ""This card would be removed without being destroyed""}",3,Self Removal Restriction,APPLY_PLAY_RESTRICTION,applyPlayRestriction,This card,Cannot be removed from field unless destroyed,[],"{""target"": ""This card"", ""valueText"": ""Cannot be removed from field unless destroyed"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card would be removed without being destroyed""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,TRUE,TRUE,FALSE,,Can only be equipped to a primary creature. The equipped creature cannot leave the field or change control unless killed. This card cannot be removed from the field unless destroyed.,"{""id"": ""076-E03"", ""trigger"": ""STATIC_RULE"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card would be removed without being destroyed""}, ""actionType"": ""APPLY_PLAY_RESTRICTION"", ""effectGroup"": ""Self Removal Restriction"", ""actionText"": ""Prevent non-destroy removal"", ""target"": ""This card"", ""value"": ""Cannot be removed from field unless destroyed"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyPlayRestriction"", ""params"": {""target"": ""This card"", ""valueText"": ""Cannot be removed from field unless destroyed"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card would be removed without being destroyed""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
077-E01,077,Bound With Chains,MAGIC,Rare,,INFINITE,FIELD,FALSE,WHILE_FIELD_ACTIVE,TEXT,"{""type"": ""TEXT"", ""text"": ""A player would remove a card from cemetery""}",1,Zone Restriction,APPLY_ZONE_RESTRICTION,applyCemeteryRestriction,All players' cemeteries,Players cannot remove cards from cemetery,[],"{""target"": ""All players' cemeteries"", ""valueText"": ""Players cannot remove cards from cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""A player would remove a card from cemetery""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""zone"": ""CEMETERY"", ""allowedRemoval"": false}",,WHILE_ON_FIELD,,,While field effect is active,,,FALSE,FALSE,FALSE,FALSE,,Players cannot remove cards from their cemetery.,"{""id"": ""077-E01"", ""trigger"": ""WHILE_FIELD_ACTIVE"", ""condition"": {""type"": ""TEXT"", ""text"": ""A player would remove a card from cemetery""}, ""actionType"": ""APPLY_ZONE_RESTRICTION"", ""effectGroup"": ""Zone Restriction"", ""actionText"": ""Prevent cemetery removal"", ""target"": ""All players' cemeteries"", ""value"": ""Players cannot remove cards from cemetery"", ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyCemeteryRestriction"", ""params"": {""target"": ""All players' cemeteries"", ""valueText"": ""Players cannot remove cards from cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""A player would remove a card from cemetery""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""zone"": ""CEMETERY"", ""allowedRemoval"": false}, ""notes"": """", ""needsReview"": false}"
078-E01,078,Magic Watch,MAGIC,Common,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature is in battle""}",1,Reroll Permission,APPLY_REROLL_PERMISSION,applyRerollPermission,Equipped creature,May re-roll Hit Dice Roll or Atk Dice Roll once per battle,[],"{""target"": ""Equipped creature"", ""valueText"": ""May re-roll Hit Dice Roll or Atk Dice Roll once per battle"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is in battle""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""usesPerBattle"": 1, ""choices"": [""HIT_DICE_ROLL"", ""ATK_DICE_ROLL""]}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,,The equipped creature may re-roll either their Hit Dice Roll or Atk Dice Roll once per battle.,"{""id"": ""078-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is in battle""}, ""actionType"": ""APPLY_REROLL_PERMISSION"", ""effectGroup"": ""Reroll Permission"", ""actionText"": ""Allow one reroll choice per battle"", ""target"": ""Equipped creature"", ""value"": ""May re-roll Hit Dice Roll or Atk Dice Roll once per battle"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyRerollPermission"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""May re-roll Hit Dice Roll or Atk Dice Roll once per battle"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is in battle""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""usesPerBattle"": 1, ""choices"": [""HIT_DICE_ROLL"", ""ATK_DICE_ROLL""]}, ""notes"": """", ""needsReview"": false}"
