Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Effect Count,Effect Types,Needs Manual Review,Card Definition JSON
2,2nd Edition,124,The First Law,Magic,Legendary,,Single Use,TRUE,,,,The First Law,,,For every card in your opponents hand the equipped creature receives: Atk Dice Rolls: +1. Modifier: +1.,WOW! THAT GUY IS FLYING,,,STANDARD,EQUIP,1,APPLY_DYNAMIC_STAT_MODIFIER,FALSE,"{""cardNumber"": ""124"", ""cardName"": ""The First Law"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Legendary"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""The First Law"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""For every card in your opponents hand the equipped creature receives: Atk Dice Rolls: +1. Modifier: +1."", ""effects"": [{""id"": ""124-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale equipped creature by opponent hand card count"", ""target"": ""Equipped creature"", ""value"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,125,Reduce the Burden,Magic,Uncommon,,Single Use,FALSE,,,,Reduce the Burden,,,Play this card to the field. When it is played to the field send it to your cemetery. Reduce your overall cemetery by 30 HP.,ADVENTURE OF A LIFETIME,,,STANDARD,NONE,1,ADJUST_CEMETERY_HP,FALSE,"{""cardNumber"": ""125"", ""cardName"": ""Reduce the Burden"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Uncommon"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Reduce the Burden"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Play this card to the field. When it is played to the field send it to your cemetery. Reduce your overall cemetery by 30 HP."", ""effects"": [{""id"": ""125-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played to the field""}, ""actionType"": ""ADJUST_CEMETERY_HP"", ""effectGroup"": ""Cemetery HP Adjustment"", ""actionText"": ""Send this card to your cemetery and reduce your overall cemetery by 30 HP"", ""target"": ""Your cemetery score"", ""value"": ""Reduce by 30 HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""reduceCemeteryHp"", ""params"": {""target"": ""Your cemetery score"", ""valueText"": ""Reduce by 30 HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played to the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": -30, ""zone"": ""YOUR_CEMETERY"", ""alsoSendThisCardTo"": ""YOUR_CEMETERY""}, ""notes"": ""Cemetery HP can go below zero per global rules."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,126,Warming Glow,Magic,Common,,Infinite,TRUE,,,,Warming Glow,,,Hit Dice Rolls: +1.,DARK FOREST THEORY...,,,INFINITE,EQUIP,1,APPLY_STAT_MODIFIER,FALSE,"{""cardNumber"": ""126"", ""cardName"": ""Warming Glow"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Warming Glow"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Hit Dice Rolls: +1."", ""effects"": [{""id"": ""126-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""Equipped creature"", ""value"": ""HIT_DICE_ROLLS ADD 1"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""HIT_DICE_ROLLS ADD 1"", ""statChanges"": [{""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Basic stat/dice modifier."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,127,Lightning Strike,Magic,Epic,,Lightning,FALSE,,,,Lightning Strike,,,Play this card from your hand when your opponent plays a magic card. Negate the magic card and then inflict 30 damage to all creatures on the field.,NEVER STRIKES TWICE,,,LIGHTNING,NONE,2,DEAL_INSTANT_DAMAGE; NEGATE_MAGIC_AND_SEND_TO_CEMETERY,FALSE,"{""cardNumber"": ""127"", ""cardName"": ""Lightning Strike"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Lightning Strike"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Play this card from your hand when your opponent plays a magic card. Negate the magic card and then inflict 30 damage to all creatures on the field."", ""effects"": [{""id"": ""127-E01"", ""trigger"": ""ON_OPPONENT_PLAYS_MAGIC"", ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}, ""actionType"": ""NEGATE_MAGIC_AND_SEND_TO_CEMETERY"", ""effectGroup"": ""Magic Negation"", ""actionText"": ""Negate the magic card"", ""target"": ""Opponent magic card"", ""value"": ""Negate magic card"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateMagicToCemetery"", ""params"": {""target"": ""Opponent magic card"", ""valueText"": ""Negate magic card"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}, {""id"": ""127-E02"", ""trigger"": ""AFTER_NEGATE_MAGIC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}, ""actionType"": ""DEAL_INSTANT_DAMAGE"", ""effectGroup"": ""Area Damage"", ""actionText"": ""Deal 30 damage to all creatures on the field"", ""target"": ""All creatures on the field"", ""value"": ""30 damage"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""dealDirectDamage"", ""params"": {""target"": ""All creatures on the field"", ""valueText"": ""30 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 30, ""targetScope"": ""ALL_CREATURES_ON_FIELD""}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,128,Frog of Fortune,Magic,Epic,,Single Use,FALSE,,,,Frog of Fortune,,,Trade 1 magic card in your hand for 1 in your cemetery.,FORTUNE IS SUBJECTIVE,,,STANDARD,NONE,1,TRADE_CARD_WITH_CEMETERY,FALSE,"{""cardNumber"": ""128"", ""cardName"": ""Frog of Fortune"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Frog of Fortune"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Trade 1 magic card in your hand for 1 in your cemetery."", ""effects"": [{""id"": ""128-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}, ""actionType"": ""TRADE_CARD_WITH_CEMETERY"", ""effectGroup"": ""Card Trade"", ""actionText"": ""Swap/trade selected magic cards"", ""target"": ""Your hand and cemetery"", ""value"": ""Trade 1 magic card in hand for 1 magic card in cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""tradeCardWithCemetery"", ""params"": {""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 magic card in hand for 1 magic card in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""MAGIC"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,129,Peddling Partridge,Magic,Rare,,Single Use,FALSE,,,,Peddling Partridge,,,Trade 1 creature in your hand for 1 in your cemetery.,HOW BOUT A TRADE?,,,STANDARD,NONE,1,TRADE_CARD_WITH_CEMETERY,FALSE,"{""cardNumber"": ""129"", ""cardName"": ""Peddling Partridge"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Rare"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Peddling Partridge"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Trade 1 creature in your hand for 1 in your cemetery."", ""effects"": [{""id"": ""129-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}, ""actionType"": ""TRADE_CARD_WITH_CEMETERY"", ""effectGroup"": ""Card Trade"", ""actionText"": ""Swap/trade selected creature cards"", ""target"": ""Your hand and cemetery"", ""value"": ""Trade 1 creature in hand for 1 creature in cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""tradeCardWithCemetery"", ""params"": {""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 creature in hand for 1 creature in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""CREATURE"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,130,Scroll of Silence,Magic,Epic,,Lightning,FALSE,,,,Scroll of Silence,,,Play this card from your hand if your opponent plays a Lightning card. Negate the Lightning card effect and send it to the cemetery. This card cannot be negated.,SHHHHHHHHHH,,,LIGHTNING,NONE,2,NEGATE_LIGHTNING_AND_SEND_TO_CEMETERY; SET_CAN_BE_NEGATED,FALSE,"{""cardNumber"": ""130"", ""cardName"": ""Scroll of Silence"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Scroll of Silence"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Play this card from your hand if your opponent plays a Lightning card. Negate the Lightning card effect and send it to the cemetery. This card cannot be negated."", ""effects"": [{""id"": ""130-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""actionType"": ""SET_CAN_BE_NEGATED"", ""effectGroup"": ""Negation Rule"", ""actionText"": ""Card cannot be negated"", ""target"": ""This card"", ""value"": ""Cannot be negated"", ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""reusableFunction"": ""setCanBeNegated"", ""params"": {""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}, ""notes"": ""Set response flags so this card cannot be negated during its response window."", ""needsReview"": false}, {""id"": ""130-E02"", ""trigger"": ""ON_OPPONENT_PLAYS_LIGHTNING"", ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""actionType"": ""NEGATE_LIGHTNING_AND_SEND_TO_CEMETERY"", ""effectGroup"": ""Lightning Negation"", ""actionText"": ""Negate Lightning card effect and send to cemetery"", ""target"": ""Opponent Lightning card"", ""value"": ""Negate effect and send to cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateLightningToCemetery"", ""params"": {""target"": ""Opponent Lightning card"", ""valueText"": ""Negate effect and send to cemetery"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,131,Ignitima,Magic,Epic,,Single Use,FALSE,,,,Ignitima,,,Roll 1 die to inflict damage on a creature. If the result is: 1-5: 20 damage. 6: 40 damage.,"BURN, BABY, BURN",,,STANDARD,NONE,1,ROLL_DAMAGE_TABLE,FALSE,"{""cardNumber"": ""131"", ""cardName"": ""Ignitima"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Ignitima"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Roll 1 die to inflict damage on a creature. If the result is: 1-5: 20 damage. 6: 40 damage."", ""effects"": [{""id"": ""131-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Direct Damage"", ""actionText"": ""Roll die and deal table damage"", ""target"": ""Target creature"", ""value"": ""Roll damage table"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 20}, {""results"": [6], ""damage"": 40}]}, ""notes"": ""Damage table uses a D6 result."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,132,Hands of Fate,Magic,Epic,,Single Use,FALSE,,,,Hands of Fate,,,"You and your opponent may look at the top 5 cards of your opponent's deck. You may rearrange them in any order. Once finished, place them on the top of their deck.",SHE KNOWS YOU'RE LYING,,,STANDARD,NONE,1,LOOK_AND_REORDER_DECK_TOP,FALSE,"{""cardNumber"": ""132"", ""cardName"": ""Hands of Fate"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Hands of Fate"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""You and your opponent may look at the top 5 cards of your opponent's deck. You may rearrange them in any order. Once finished, place them on the top of their deck."", ""effects"": [{""id"": ""132-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent deck has cards""}, ""actionType"": ""LOOK_AND_REORDER_DECK_TOP"", ""effectGroup"": ""Deck Manipulation"", ""actionText"": ""Both players may look at top 5; you rearrange them on top of opponent deck"", ""target"": ""Top 5 cards of opponent deck"", ""value"": ""Look at and rearrange in any order"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""lookAndReorderDeckTop"", ""params"": {""target"": ""Top 5 cards of opponent deck"", ""valueText"": ""Look at and rearrange in any order"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent deck has cards""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""deck"": ""OPPONENT_DECK"", ""count"": 5, ""viewer"": [""YOU"", ""OPPONENT""], ""reorderBy"": ""YOU"", ""destination"": ""TOP_OF_DECK""}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,133,Ambush,Magic,Rare,,Lightning,FALSE,,,,Ambush,,,"During battle, play this card from your hand. Summon 1 creature from your hand as a Limited Summon. Return it back to your hand at the end of the battle.",WORST THREE-WAY EVER,,,LIGHTNING,NONE,2,SCHEDULE_RETURN_TO_HAND; SUMMON_LIMITED_CREATURE_FROM_HAND,FALSE,"{""cardNumber"": ""133"", ""cardName"": ""Ambush"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Rare"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Ambush"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""During battle, play this card from your hand. Summon 1 creature from your hand as a Limited Summon. Return it back to your hand at the end of the battle."", ""effects"": [{""id"": ""133-E01"", ""trigger"": ""DURING_BATTLE_FROM_HAND"", ""condition"": {""type"": ""TEXT"", ""text"": ""During battle""}, ""actionType"": ""SUMMON_LIMITED_CREATURE_FROM_HAND"", ""effectGroup"": ""Limited Summon"", ""actionText"": ""Summon 1 creature from hand as Limited Summon"", ""target"": ""1 creature from your hand"", ""value"": ""Limited Summon until end of battle"", ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""reusableFunction"": ""summonLimitedFromHand"", ""params"": {""target"": ""1 creature from your hand"", ""valueText"": ""Limited Summon until end of battle"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During battle""}, ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZone"": ""HAND"", ""maxCount"": 1}, ""notes"": """", ""needsReview"": false}, {""id"": ""133-E02"", ""trigger"": ""AT_END_OF_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Battle ends""}, ""actionType"": ""SCHEDULE_RETURN_TO_HAND"", ""effectGroup"": ""Zone Movement"", ""actionText"": ""Return Ambush Limited Summon to hand"", ""target"": ""Creature summoned by Ambush"", ""value"": ""Return to your hand"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""scheduleReturnToHand"", ""params"": {""target"": ""Creature summoned by Ambush"", ""valueText"": ""Return to your hand"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Battle ends""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,134,Wizard Frog,Creature,Rare,Beast,,FALSE,4,10,50,Magical Hop,2,+3,"During your turn, you may send a card from your hand back to your deck (shuffle). This creature then inflicts 2x Atk damage for this turn.",A wizard was practicing magic near a pond. Little did he know that a small portion of his arcane ability was absorbed by several small frogs. This gave them magical abilities... and a hat.,,,,,2,APPLY_ATTACK_DAMAGE_MULTIPLIER; PAY_CARD_COST,FALSE,"{""cardNumber"": ""134"", ""cardName"": ""Wizard Frog"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 4, ""SPD"": 10, ""HP"": 50, ""attackName"": ""Magical Hop"", ""attackDice"": 2, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""During your turn, you may send a card from your hand back to your deck (shuffle). This creature then inflicts 2x Atk damage for this turn."", ""effects"": [{""id"": ""134-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""You choose a card in hand""}, ""actionType"": ""PAY_CARD_COST"", ""effectGroup"": ""Cost"", ""actionText"": ""Send card from hand back to deck and shuffle"", ""target"": ""1 card from your hand"", ""value"": ""Return to your deck and shuffle"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""payCardCost"", ""params"": {""target"": ""1 card from your hand"", ""valueText"": ""Return to your deck and shuffle"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You choose a card in hand""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZone"": ""HAND"", ""toZone"": ""DECK"", ""count"": 1, ""shuffleAfter"": true}, ""notes"": """", ""needsReview"": false}, {""id"": ""134-E02"", ""trigger"": ""AFTER_COST_PAID"", ""condition"": {""type"": ""TEXT"", ""text"": ""Wizard Frog paid card-to-deck cost this turn""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Multiply Atk damage"", ""target"": ""This creature attack"", ""value"": ""2x Atk damage"", ""duration"": {""text"": ""Current turn"", ""type"": ""CURRENT_TURN""}, ""reusableFunction"": ""applyConditionalDamageMultiplier"", ""params"": {""target"": ""This creature attack"", ""valueText"": ""2x Atk damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Wizard Frog paid card-to-deck cost this turn""}, ""duration"": {""text"": ""Current turn"", ""type"": ""CURRENT_TURN""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2}, ""notes"": ""Applies after sending a card from hand back to deck."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,135,Metamoth,Creature,Epic,Bug,,FALSE,2,12,20,Dusty Claw,2,+8,,"Metamoth came from a reality that was destroyed. Now it wanders the dark forests of Ward, adjusting to a new world. For some reason, The Creator allowed it to survive in this universe.",,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""135"", ""cardName"": ""Metamoth"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Bug"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 2, ""SPD"": 12, ""HP"": 20, ""attackName"": ""Dusty Claw"", ""attackDice"": 2, ""modifier"": 8, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
2,2nd Edition,136,Dwarf Soldier,Creature,Common,Humanoid,,FALSE,6,2,50,Power Strike,1,+4,,The Dwarves are clever engineers and stout warriors. Dwarf soldiers spend most of their lives battling Kobolds in the Under Mountain tunnels and chasms.,,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""136"", ""cardName"": ""Dwarf Soldier"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 6, ""SPD"": 2, ""HP"": 50, ""attackName"": ""Power Strike"", ""attackDice"": 1, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
