card_number,card_name,effect_id,trigger,engine_action_type,reusable_function,target,duration_text,needs_manual_review,original_effect_text
106,Last Hope Hero,106-E01,WHEN_YOUR_PRIMARY_CREATURE_KILLED,APPLY_ATTACK_DAMAGE_MULTIPLIER,applyAttackDamageMultiplier,Your primary creature,Immediate,TRUE,Play this from your hand when your primary creature is killed. Roll its base Atk Dice Rolls and Modifier against the creature that killed it. This attack is treated as a Critical Hit.
107,Missile-Toad,107-E01,ON_HIT,LIMITED_SUMMON,limitedSummon,Limited Summon card(s),Immediate,TRUE,"If this creature hits, send all Limited Summons on the field to their original owner’s cemetery."
107,Missile-Toad,107-E02,ON_HIT,SEND_TO_CEMETERY,sendToCemetery,Limited Summon card(s),Immediate,TRUE,"If this creature hits, send all Limited Summons on the field to their original owner’s cemetery."
108,Lava Golem,108-E01,STATIC_WHILE_ON_FIELD,DAMAGE,damage,Opponent's primary creature,Immediate,TRUE,"If your opponent does not battle on their turn, inflict 5 damage to their primary creature."
109,Negative,109-E01,ON_PLAY,DESTROY_MAGIC,destroyMagic,Magic card(s) on the field,Immediate,FALSE,Discard 1 magic card from your hand and destroy 1 magic card on the field.
109,Negative,109-E02,ON_PLAY,DISCARD_CARD,discardCard,Magic card(s) on the field,Immediate,FALSE,Discard 1 magic card from your hand and destroy 1 magic card on the field.
110,Chain Lightning,110-E01,ON_PLAY,DESTROY_ALL_MAGIC,destroyAllMagic,Opponent's primary creature,Immediate,TRUE,"Inflict 5 damage to your primary creature. Then, destroy all magic cards on the field. For each magic card destroyed, inflict 5 damage to your opponent’s primary creature."
110,Chain Lightning,110-E02,ON_PLAY,DAMAGE,damage,Opponent's primary creature,Immediate,TRUE,"Inflict 5 damage to your primary creature. Then, destroy all magic cards on the field. For each magic card destroyed, inflict 5 damage to your opponent’s primary creature."
111,Final Form,111-E01,WHILE_EQUIPPED,NEGATE_CREATURE_EFFECTS,negateCreatureEffects,Equipped creature,While equipped,TRUE,"Equip to a creature below 1/2 its base HP. The creature loses its effect. Replace its base Atk Dice Rolls and Modifier with Mutating Flesh, 6 dice, +6."
111,Final Form,111-E02,WHILE_EQUIPPED,REPLACE_ATTACK_PROFILE,replaceAttackProfile,Equipped creature,While equipped,TRUE,"Equip to a creature below 1/2 its base HP. The creature loses its effect. Replace its base Atk Dice Rolls and Modifier with Mutating Flesh, 6 dice, +6."
112,Bulwark,112-E01,WHILE_EQUIPPED,MANUAL_FALLBACK,manualFallback,Equipped creature,3 turn cycles,TRUE,Increase the equipped creature’s AL to 12 for 3 turn cycles.
113,Sasquatch,113-E01,WHEN_OPPONENT_PLAYS_MAGIC,NEGATE_CARD_EFFECT,negateCardEffect,Magic card(s) on the field,1 turn cycle,TRUE,Play this card from your hand when your opponent plays a magic card. Negate the card effect and send it to their cemetery. Your opponent then cannot use Lightning cards for 1 turn cycle.
113,Sasquatch,113-E02,WHEN_OPPONENT_PLAYS_MAGIC,PREVENT_CARD_PLAY,preventCardPlay,Magic card(s) on the field,1 turn cycle,TRUE,Play this card from your hand when your opponent plays a magic card. Negate the card effect and send it to their cemetery. Your opponent then cannot use Lightning cards for 1 turn cycle.
113,Sasquatch,113-E03,WHEN_OPPONENT_PLAYS_MAGIC,SEND_TO_CEMETERY,sendToCemetery,Magic card(s) on the field,1 turn cycle,TRUE,Play this card from your hand when your opponent plays a magic card. Negate the card effect and send it to their cemetery. Your opponent then cannot use Lightning cards for 1 turn cycle.
114,Carus Demon,114-E01,ON_SUMMON,DAMAGE,damage,All creatures matching condition,2 turn cycles,TRUE,"When summoned, all creatures on your opponent’s side of the field are put to sleep and cannot battle for 2 turn cycles. Any damage to the sleeping creatures ends this effect and destroys 1 magic card on the field of your choice."
114,Carus Demon,114-E02,ON_SUMMON,APPLY_STATUS,applyStatus,All creatures matching condition,2 turn cycles,TRUE,"When summoned, all creatures on your opponent’s side of the field are put to sleep and cannot battle for 2 turn cycles. Any damage to the sleeping creatures ends this effect and destroys 1 magic card on the field of your choice."
115,Shard Titan,115-E01,SUMMON_REQUIREMENT,SUMMON_REQUIREMENT,validateSummonRequirement,Your primary creature,Immediate,TRUE,"Summon Requirement: Can only be summoned if your primary creature is Cosmic-type and has ""Strange Jewel"" equipped. You may sacrifice it to summon this card as your primary creature. If this card leaves the field, it returns to a magic card."
116,Strange Jewel,116-E01,WHILE_EQUIPPED,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,While equipped,FALSE,Hit: +2.
117,Soul Drain,117-E01,WHILE_EQUIPPED,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,While equipped,TRUE,Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0.
118,Contaminate,118-E01,WHILE_EQUIPPED,APPLY_DAMAGE_OVER_TIME,applyDamageOverTime,Your primary creature,While equipped,TRUE,"Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it."
119,Orgar,119-E01,DURING_BATTLE,APPLY_STAT_MODIFIER,applyStatModifier,This creature,This turn/battle,TRUE,Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures.
120,Ooze Weaver,120-E01,STATIC_WHILE_ON_FIELD,PREVENT_DAMAGE,preventDamage,Magic card(s) on the field,Immediate,TRUE,"When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."
120,Ooze Weaver,120-E02,STATIC_WHILE_ON_FIELD,DAMAGE,damage,Magic card(s) on the field,Immediate,TRUE,"When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."
120,Ooze Weaver,120-E03,STATIC_WHILE_ON_FIELD,UNAFFECTED_BY_MAGIC,applyImmunity,Magic card(s) on the field,Immediate,TRUE,"When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."
121,Ancient Sentinel,121-E01,STATIC_WHILE_ON_FIELD,APPLY_STAT_MODIFIER,applyStatModifier,Opponent's primary creature,Immediate,TRUE,This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat.
122,Dart Frog,122-E01,WHEN_THIS_CREATURE_KILLED,DAMAGE,damage,Equipped creature,Immediate,TRUE,"If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn."
123,Ashen Knight,123-E01,STATIC_WHILE_ON_FIELD,APPLY_STAT_MODIFIER,applyStatModifier,This creature,While on field,TRUE,"While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3."
124,Titan’s Amulet,124-E01,WHILE_EQUIPPED,DAMAGE,damage,Your primary creature,1 turn cycle,TRUE,Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.
124,Titan’s Amulet,124-E02,WHILE_EQUIPPED,APPLY_STAT_MODIFIER,applyStatModifier,Your primary creature,1 turn cycle,TRUE,Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.
125,Gaseous Horror,125-E01,WHEN_THIS_CREATURE_IS_HIT,DAMAGE,damage,This creature,Immediate,TRUE,"When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it."
126,Arcane Power,126-E01,DURING_BATTLE,MANUAL_FALLBACK,manualFallback,Equipped creature,This turn/battle,TRUE,"During battle, reveal any number of cards from your hand. Increase the equipped creature’s Modifier for that battle by the number of cards revealed."
127,The Merchant,127-E01,ON_PLAY,DESTROY_MAGIC,destroyMagic,Equipped creature,While equipped,TRUE,When this card is played pick 1 of the following effects: AL: +4. Hit: +4. Heal 20 HP. Destroy 1 magic card.
127,The Merchant,127-E02,ON_PLAY,HEAL,heal,Equipped creature,While equipped,TRUE,When this card is played pick 1 of the following effects: AL: +4. Hit: +4. Heal 20 HP. Destroy 1 magic card.
127,The Merchant,127-E03,ON_PLAY,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,While equipped,TRUE,When this card is played pick 1 of the following effects: AL: +4. Hit: +4. Heal 20 HP. Destroy 1 magic card.
128,Eye For An Eye,128-E01,ON_PLAY,MANUAL_FALLBACK,manualFallback,Target creature,Immediate,TRUE,All players may each exchange 1 card from their hand with 1 card in their cemetery. Creature for a Creature. Magic for a Magic.
129,Mysterious Orb,129-E01,BEGINNING_OF_YOUR_TURN,ROLL_TABLE,resolveRollTable,Equipped creature,1 turn cycle,TRUE,At the beginning of your turn roll 1 die. Gain the following for 1 turn cycle: 1-2: SPD: +6. 3-4: Atk: +6. 5-6: Hit: +6.
129,Mysterious Orb,129-E02,BEGINNING_OF_YOUR_TURN,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,1 turn cycle,TRUE,At the beginning of your turn roll 1 die. Gain the following for 1 turn cycle: 1-2: SPD: +6. 3-4: Atk: +6. 5-6: Hit: +6.
131,Close Encounters,131-E01,WHILE_EQUIPPED,MOVE_CARD,moveCard,Equipped creature,3 turn cycles,TRUE,"Atk: +4. SPD: +4. AL: +4. If this card is destroyed, return it to your deck after 3 turn cycles. Shuffle."
131,Close Encounters,131-E02,WHILE_EQUIPPED,SHUFFLE_DECK,shuffleDeck,Equipped creature,3 turn cycles,TRUE,"Atk: +4. SPD: +4. AL: +4. If this card is destroyed, return it to your deck after 3 turn cycles. Shuffle."
131,Close Encounters,131-E03,WHILE_EQUIPPED,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,3 turn cycles,TRUE,"Atk: +4. SPD: +4. AL: +4. If this card is destroyed, return it to your deck after 3 turn cycles. Shuffle."
132,Woodland Elf,132-E01,BEFORE_HIT_ROLL,DAMAGE,damage,This creature,Immediate,TRUE,"During each battle, prior to your Hit Dice Roll, roll 1 die. If the result is: 1-2: +10 Atk damage. 3-4: Target’s Modifier reduced to 0. 5-6: Target’s AL reduced by 5."
132,Woodland Elf,132-E02,BEFORE_HIT_ROLL,ROLL_TABLE,resolveRollTable,This creature,Immediate,TRUE,"During each battle, prior to your Hit Dice Roll, roll 1 die. If the result is: 1-2: +10 Atk damage. 3-4: Target’s Modifier reduced to 0. 5-6: Target’s AL reduced by 5."
132,Woodland Elf,132-E03,BEFORE_HIT_ROLL,APPLY_STAT_MODIFIER,applyStatModifier,This creature,Immediate,TRUE,"During each battle, prior to your Hit Dice Roll, roll 1 die. If the result is: 1-2: +10 Atk damage. 3-4: Target’s Modifier reduced to 0. 5-6: Target’s AL reduced by 5."
134,Orc Berserker,134-E01,WHEN_THIS_CREATURE_KILLED,HEAL,heal,This creature,While on field,TRUE,"If this card is killed, instead, heal it to 5 HP. This effect can only occur once while this card is on the field."
135,Ironfist Dwarf,135-E01,DURING_BATTLE,DAMAGE,damage,This creature,This turn/battle,TRUE,"During your turn, if this creature inflicts 5 or less Atk damage during battle, it may initiate battle again without the targeted creature being able to return attack. This effect can occur up to 5 times."
136,Chaos Demon,136-E01,DURING_YOUR_TURN_ACTIVATED,DAMAGE,damage,This creature,This turn/battle,TRUE,"During your turn, this card may add +3 Atk Dice Rolls for this battle. If this effect is used and it fails to kill the targeted creature, this creature receives 1/2 the damage it dealt."
136,Chaos Demon,136-E02,DURING_YOUR_TURN_ACTIVATED,APPLY_STAT_MODIFIER,applyStatModifier,This creature,This turn/battle,TRUE,"During your turn, this card may add +3 Atk Dice Rolls for this battle. If this effect is used and it fails to kill the targeted creature, this creature receives 1/2 the damage it dealt."
137,Gnometheon,137-E01,STATIC_WHILE_ON_FIELD,MANUAL_FALLBACK,manualFallback,This creature,Immediate,TRUE,"Gain +1 Atk Dice Rolls and +1 Modifier for each ""Gnome"" named card in your hand. Gnomes sacrificed to summon this card are placed under it and count as cards in your hand. If this card leaves the field or changes control, the cards under follow it."
138,Flame Sentinel,138-E01,WHEN_OPPONENT_FINISHES_ATTACK,NEGATE_ATTACK,negateAttack,Equipped creature,2 turn cycles,TRUE,"When your opponent finishes their attack, play this card. Negate the attack and equip this card to the attacking creature. The equipped creature receives 10 damage once per turn cycle for 2 turn cycles."
138,Flame Sentinel,138-E02,WHEN_OPPONENT_FINISHES_ATTACK,APPLY_DAMAGE_OVER_TIME,applyDamageOverTime,Equipped creature,2 turn cycles,TRUE,"When your opponent finishes their attack, play this card. Negate the attack and equip this card to the attacking creature. The equipped creature receives 10 damage once per turn cycle for 2 turn cycles."
139,Last Goodbye,139-E01,END_OF_YOUR_TURN,LIMITED_SUMMON,limitedSummon,Equipped creature,While equipped,TRUE,"Summon a creature from your cemetery as a Limited Summon. At the end of your turn, send this card and the equipped creature to the cemetery."
139,Last Goodbye,139-E02,END_OF_YOUR_TURN,SEND_TO_CEMETERY,sendToCemetery,Equipped creature,While equipped,TRUE,"Summon a creature from your cemetery as a Limited Summon. At the end of your turn, send this card and the equipped creature to the cemetery."
140,Might of the Shaman,140-E01,WHILE_EQUIPPED,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,While equipped,FALSE,SPD: +6. Atk Dice Rolls: +2.
141,The Iron Man,141-E01,STATIC_WHILE_ON_FIELD,MANUAL_FALLBACK,manualFallback,Target creature,2 turn cycles,TRUE,"For 2 turn cycles your opponents’ creatures’ Atk Dice Rolls, Hit Dice Rolls, AL, and SPD are set to 1. This effect supersedes any increases."
142,Inversion,142-E01,STATIC_WHILE_ON_FIELD,MANUAL_FALLBACK,manualFallback,Target / controller as specified by card text,While on field,TRUE,Players must play with their decks flipped upside down. Their bottom card will be showing face up.
143,Succubus,143-E01,STATIC_WHILE_ON_FIELD,HEAL,heal,This creature,Immediate,TRUE,This creature heals for 1/2 the Atk damage it inflicts. Any excess healing above its max HP is also dealt to the target as damage.
143,Succubus,143-E02,STATIC_WHILE_ON_FIELD,DAMAGE,damage,This creature,Immediate,TRUE,This creature heals for 1/2 the Atk damage it inflicts. Any excess healing above its max HP is also dealt to the target as damage.
144,The Wither,144-E01,STATIC_WHILE_ON_FIELD,APPLY_STAT_MODIFIER,applyStatModifier,Magic card(s) on the field,Immediate,TRUE,"If this card attacks a creature that has the magic card ""Fear"" equipped to it, add Atk Dice Rolls +2 and Modifier +2."
145,Eagle Knight,145-E01,DURING_BATTLE,PREVENT_DAMAGE,preventDamage,Target creature,This turn/battle,TRUE,During battle play this card from your hand. Negate any damage for a creature for the remainder of this turn.
145,Eagle Knight,145-E02,DURING_BATTLE,DAMAGE,damage,Target creature,This turn/battle,TRUE,During battle play this card from your hand. Negate any damage for a creature for the remainder of this turn.
146,Constructed Pylon,146-E01,STATIC_WHILE_ON_FIELD,DESTROY_MAGIC,destroyMagic,Magic card(s) on the field,While on field,TRUE,"Play this card to your side of the field. This card fills 3 empty Infinite magic slots on your opponents side of the field. On your turn your opponent may roll 1 die, if 4-6 destroy this card."
146,Constructed Pylon,146-E02,STATIC_WHILE_ON_FIELD,ROLL_TABLE,resolveRollTable,Target / controller as specified by card text,While on field,TRUE,"Play this card to your side of the field. This card fills 3 empty Infinite magic slots on your opponents side of the field. On your turn your opponent may roll 1 die, if 4-6 destroy this card."
147,Friend Like You,147-E01,WHEN_THIS_CREATURE_KILLED,DAMAGE,damage,Your primary creature,Immediate,TRUE,"If this card is killed by Atk damage, you may summon 1 ""The Creator"" creature from your hand or deck as your primary creature at no sacrifice cost. Shuffle."
147,Friend Like You,147-E02,WHEN_THIS_CREATURE_KILLED,SHUFFLE_DECK,shuffleDeck,Your primary creature,Immediate,TRUE,"If this card is killed by Atk damage, you may summon 1 ""The Creator"" creature from your hand or deck as your primary creature at no sacrifice cost. Shuffle."
149,Sprite,149-E01,STATIC_WHILE_ON_FIELD,MANUAL_FALLBACK,manualFallback,This creature,Immediate,TRUE,This creature can only be hit in battle if one of the attacking creature’s Hit Dice Rolls is a 3 or 4. This creature’s AL cannot increase.
150,Tri-Dragon,150-E01,STATIC_WHILE_ON_FIELD,DAMAGE,damage,This creature,Immediate,TRUE,"If this creature’s Hit Dice match, it inflicts 3x Atk damage. This creature cannot critical Hit/Miss."
150,Tri-Dragon,150-E02,STATIC_WHILE_ON_FIELD,APPLY_ATTACK_DAMAGE_MULTIPLIER,applyAttackDamageMultiplier,This creature,Immediate,TRUE,"If this creature’s Hit Dice match, it inflicts 3x Atk damage. This creature cannot critical Hit/Miss."
151,Eagle Family,151-E01,STATIC_WHILE_ON_FIELD,DAMAGE,damage,This creature,Immediate,TRUE,"Whenever this creature is damaged, your opponent(s) must roll 2 dice of damage against themselves."
