Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Is Field,Effect Count,Effect Types,Needs Manual Review,Is Bonus Card,Card Definition JSON
3,1st Edition,068,Stego,Creature,Common,Dinosaur,,FALSE,6,3,50,Spiked Tail,1,5,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""068"", ""cardName"": ""Stego"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Dinosaur"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 6, ""SPD"": 3, ""HP"": 50, ""attackName"": ""Spiked Tail"", ""attackDice"": 1, ""modifier"": 5, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,069,Mountain Lion,Creature,Rare,Beast,,FALSE,4,10,50,Unknown,3,4,,,,Attack name was unavailable from the table screenshot; card effect creature flag = N.; Attack name is unknown from source table.,,,FALSE,0,,TRUE,FALSE,"{""cardNumber"": ""069"", ""cardName"": ""Mountain Lion"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 4, ""SPD"": 10, ""HP"": 50, ""attackName"": ""Unknown"", ""attackDice"": 3, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""Attack name was unavailable from the table screenshot; card effect creature flag = N.; Attack name is unknown from source table.""}"
3,1st Edition,070,Hydogon,Creature,Rare,Dragon,,FALSE,10,6,90,Hydro Jet,2,5,This creature inflicts 2x Atk damage to any creature in or near fire.,,,,,,FALSE,2,APPLY_ATTACK_DAMAGE_MULTIPLIER; DAMAGE,TRUE,FALSE,"{""cardNumber"": ""070"", ""cardName"": ""Hydogon"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Dragon"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 10, ""SPD"": 6, ""HP"": 90, ""attackName"": ""Hydro Jet"", ""attackDice"": 2, ""modifier"": 5, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature inflicts 2x Atk damage to any creature in or near fire."", ""effects"": [{""id"": ""070-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 2x Atk damage to any creature in or near fire.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""This creature inflicts 2x Atk damage to any creature in or near fire."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature inflicts 2x Atk damage to any creature in or near fire."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 2x Atk damage to any creature in or near fire.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}, {""id"": ""070-E02"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 2x Atk damage to any creature in or near fire.""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Apply attack damage multiplier"", ""target"": ""This creature"", ""value"": ""This creature inflicts 2x Atk damage to any creature in or near fire."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyAttackDamageMultiplier"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature inflicts 2x Atk damage to any creature in or near fire."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 2x Atk damage to any creature in or near fire.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,071,Boulderox,Creature,Uncommon,Elemental,,FALSE,9,2,80,Seismic Crush,2,4,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""071"", ""cardName"": ""Boulderox"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Elemental"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 9, ""SPD"": 2, ""HP"": 80, ""attackName"": ""Seismic Crush"", ""attackDice"": 2, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,072,Winter Griffin,Creature,Rare,Beast,,FALSE,8,8,80,Frost Bite,2,5,"Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls.",,,,,,FALSE,1,REROLL_DICE,TRUE,FALSE,"{""cardNumber"": ""072"", ""cardName"": ""Winter Griffin"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 8, ""SPD"": 8, ""HP"": 80, ""attackName"": ""Frost Bite"", ""attackDice"": 2, ""modifier"": 5, ""baseHitDice"": 2}, ""rawEffectText"": ""Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls."", ""effects"": [{""id"": ""072-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls.""}, ""actionType"": ""REROLL_DICE"", ""effectGroup"": ""Dice Reroll"", ""actionText"": ""Allow or force a dice reroll"", ""target"": ""This creature"", ""value"": ""Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""rerollDice"", ""params"": {""target"": ""This creature"", ""valueText"": ""Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Once per battle, this creature may re-roll 1 of its Atk Dice Rolls and 1 of its Hit Dice Rolls.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,073,Big Mouth Bass,Creature,Common,Beast,,FALSE,1,5,20,Gulp,1,1,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""073"", ""cardName"": ""Big Mouth Bass"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 1, ""SPD"": 5, ""HP"": 20, ""attackName"": ""Gulp"", ""attackDice"": 1, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,074,Ancient Book,Magic,Legendary,,Lightning,TRUE,,,,,,,"When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5.",,,Lightning that becomes an Infinite Equip after trigger resolution.,LIGHTNING,EQUIP,FALSE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""074"", ""cardName"": ""Ancient Book"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Legendary"", ""creatureType"": null, ""magicType"": ""LIGHTNING"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5."", ""effects"": [{""id"": ""074-E01"", ""trigger"": ""WHEN_OPPONENT_PLAYS_LIGHTNING"", ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5."", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 15}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 5}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 8}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 5}], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent plays a Lightning card, you may equip this card to a creature as an Infinite magic card. Atk: +15. Hit: +5. AL: +8. SPD: +5.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Lightning that becomes an Infinite Equip after trigger resolution."", ""needsReview"": true}], ""notes"": ""Lightning that becomes an Infinite Equip after trigger resolution.""}"
3,1st Edition,075,Orc Champion,Creature,Legendary,Humanoid,,FALSE,12,5,70,Pulverize,1,12,"Summon Requirement: If you have 2 creatures in your hand with ""Orc"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal.",,,,,,FALSE,1,SUMMON_REQUIREMENT,TRUE,FALSE,"{""cardNumber"": ""075"", ""cardName"": ""Orc Champion"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Legendary"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 12, ""SPD"": 5, ""HP"": 70, ""attackName"": ""Pulverize"", ""attackDice"": 1, ""modifier"": 12, ""baseHitDice"": 2}, ""rawEffectText"": ""Summon Requirement: If you have 2 creatures in your hand with \""Orc\"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal."", ""effects"": [{""id"": ""075-E01"", ""trigger"": ""SUMMON_REQUIREMENT"", ""condition"": {""type"": ""TEXT"", ""text"": ""Summon Requirement: If you have 2 creatures in your hand with \""Orc\"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal.""}, ""actionType"": ""SUMMON_REQUIREMENT"", ""effectGroup"": ""Summon Requirement"", ""actionText"": ""Apply custom summon requirement"", ""target"": ""This creature"", ""value"": ""Summon Requirement: If you have 2 creatures in your hand with \""Orc\"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""validateSummonRequirement"", ""params"": {""target"": ""This creature"", ""valueText"": ""Summon Requirement: If you have 2 creatures in your hand with \""Orc\"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon Requirement: If you have 2 creatures in your hand with \""Orc\"" in their name, you may summon this creature without a sacrifice. This creature may be summoned as normal.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,076,Thresher,Creature,Uncommon,Elemental,,FALSE,6,4,60,Chomp,2,3,This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.,,,Overrides immunity of Mechanical creatures otherwise unaffected by effects.,,,FALSE,3,APPLY_ATTACK_DAMAGE_MULTIPLIER; DAMAGE; UNAFFECTED_BY_MAGIC,TRUE,FALSE,"{""cardNumber"": ""076"", ""cardName"": ""Thresher"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Elemental"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 6, ""SPD"": 4, ""HP"": 60, ""attackName"": ""Chomp"", ""attackDice"": 2, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""effects"": [{""id"": ""076-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Overrides immunity of Mechanical creatures otherwise unaffected by effects."", ""needsReview"": true}, {""id"": ""076-E02"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Apply attack damage multiplier"", ""target"": ""This creature"", ""value"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyAttackDamageMultiplier"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Overrides immunity of Mechanical creatures otherwise unaffected by effects."", ""needsReview"": true}, {""id"": ""076-E03"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""actionType"": ""UNAFFECTED_BY_MAGIC"", ""effectGroup"": ""Immunity"", ""actionText"": ""Apply immunity or unaffected state"", ""target"": ""This creature"", ""value"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyImmunity"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature inflicts 3x Atk damage to Mechanical-type creatures. Mechanical-type creatures normally unaffected by creature or magic effects are now affected. This supersedes their own creature effect.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Overrides immunity of Mechanical creatures otherwise unaffected by effects."", ""needsReview"": true}], ""notes"": ""Overrides immunity of Mechanical creatures otherwise unaffected by effects.""}"
3,1st Edition,077,Possession,Magic,Rare,,Standard,FALSE,,,,,,,The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn.,,,Self-battle requires special battle target handling.,STANDARD,NONE,FALSE,1,MANUAL_FALLBACK,TRUE,FALSE,"{""cardNumber"": ""077"", ""cardName"": ""Possession"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Rare"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""NONE"", ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn."", ""effects"": [{""id"": ""077-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""Target creature"", ""value"": ""The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn."", ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""Target creature"", ""valueText"": ""The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""The target creature must battle itself this turn. All standard combat rules apply. Other creatures cannot battle this turn.""}, ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Self-battle requires special battle target handling."", ""needsReview"": true}], ""notes"": ""Self-battle requires special battle target handling.""}"
3,1st Edition,078,Lurking Slime,Creature,Rare,Elemental,,FALSE,6,1,60,Lurching Bite,3,1,"During your turn, reduce all damage to this creature by 1/2.",,,,,,FALSE,1,DAMAGE,TRUE,FALSE,"{""cardNumber"": ""078"", ""cardName"": ""Lurking Slime"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Elemental"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 6, ""SPD"": 1, ""HP"": 60, ""attackName"": ""Lurching Bite"", ""attackDice"": 3, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": ""During your turn, reduce all damage to this creature by 1/2."", ""effects"": [{""id"": ""078-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""During your turn, reduce all damage to this creature by 1/2."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""During your turn, reduce all damage to this creature by 1/2."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,079,Living Trap,Magic,Epic,,Infinite,FALSE,,,,,,,"When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.",,,Field self-removes after triggered damage.,INFINITE,FIELD,TRUE,2,DAMAGE; SEND_TO_CEMETERY,TRUE,FALSE,"{""cardNumber"": ""079"", ""cardName"": ""Living Trap"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""isField"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""effects"": [{""id"": ""079-E01"", ""trigger"": ""WHEN_OPPONENT_DECLARES_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""Opponent's primary creature"", ""value"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Field self-removes after triggered damage."", ""needsReview"": true}, {""id"": ""079-E02"", ""trigger"": ""WHEN_OPPONENT_DECLARES_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""actionType"": ""SEND_TO_CEMETERY"", ""effectGroup"": ""Card Movement"", ""actionText"": ""Send card to cemetery"", ""target"": ""Opponent's primary creature"", ""value"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""sendToCemetery"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Field self-removes after triggered damage."", ""needsReview"": true}], ""notes"": ""Field self-removes after triggered damage.""}"
3,1st Edition,080,Into Madness,Magic,Uncommon,,Infinite,FALSE,,,,,,,This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.,,,,INFINITE,FIELD,TRUE,1,APPLY_STAT_MODIFIER,FALSE,FALSE,"{""cardNumber"": ""080"", ""cardName"": ""Into Madness"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Uncommon"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""isField"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""effects"": [{""id"": ""080-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Target creature"", ""value"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Target creature"", ""valueText"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
