effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,is_field,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
078-E01,078,Lurking Slime,CREATURE,Rare,Elemental,,,FALSE,FALSE,DURING_YOUR_TURN_ACTIVATED,TEXT,"{""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}",1,Damage,DAMAGE,damage,This creature,"During your turn, reduce all damage to this creature by 1/2.",[],"{""target"": ""This creature"", ""valueText"": ""During your turn, reduce all damage to this creature by 1/2."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null}",INSTANT_DAMAGE,IMMEDIATE,,,Immediate,,,FALSE,FALSE,FALSE,TRUE,,"During your turn, reduce all damage to this creature by 1/2.","{""id"": ""078-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""During your turn, reduce all damage to this creature by 1/2."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""During your turn, reduce all damage to this creature by 1/2."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During your turn, reduce all damage to this creature by 1/2.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
079-E01,079,Living Trap,MAGIC,Epic,,INFINITE,FIELD,FALSE,TRUE,WHEN_OPPONENT_DECLARES_BATTLE,TEXT,"{""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}",1,Damage,DAMAGE,damage,Opponent's primary creature,"When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.",[],"{""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",INSTANT_DAMAGE,WHILE_ON_FIELD,,,While on field,,,TRUE,FALSE,FALSE,TRUE,Field self-removes after triggered damage.,"When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.","{""id"": ""079-E01"", ""trigger"": ""WHEN_OPPONENT_DECLARES_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""Opponent's primary creature"", ""value"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Field self-removes after triggered damage."", ""needsReview"": true}"
079-E02,079,Living Trap,MAGIC,Epic,,INFINITE,FIELD,FALSE,TRUE,WHEN_OPPONENT_DECLARES_BATTLE,TEXT,"{""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}",2,Card Movement,SEND_TO_CEMETERY,sendToCemetery,Opponent's primary creature,"When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.",[],"{""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",INSTANT_DAMAGE,WHILE_ON_FIELD,,,While on field,,,TRUE,FALSE,FALSE,TRUE,Field self-removes after triggered damage.,"When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.","{""id"": ""079-E02"", ""trigger"": ""WHEN_OPPONENT_DECLARES_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""actionType"": ""SEND_TO_CEMETERY"", ""effectGroup"": ""Card Movement"", ""actionText"": ""Send card to cemetery"", ""target"": ""Opponent's primary creature"", ""value"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""sendToCemetery"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When your opponent declares battle, inflict 15 damage to their primary creature and send this card to the cemetery.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Field self-removes after triggered damage."", ""needsReview"": true}"
080-E01,080,Into Madness,MAGIC,Uncommon,,INFINITE,FIELD,FALSE,TRUE,STATIC_WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}",1,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,Target creature,This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.,"[{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}]","{""target"": ""Target creature"", ""valueText"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,FALSE,FALSE,FALSE,,This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.,"{""id"": ""080-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Target creature"", ""value"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Target creature"", ""valueText"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card only affects Demon-type and Undead-type creatures. Atk Dice Rolls: +1. Hit Dice Rolls: +1.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
082-E01,082,Gnarled Hand,MAGIC,Epic,,INFINITE,EQUIP,TRUE,FALSE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}",1,Limited Summon,LIMITED_SUMMON,limitedSummon,Your primary creature,"Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.",[],"{""target"": ""Your primary creature"", ""valueText"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,TRUE,TRUE,TRUE,,"Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.","{""id"": ""082-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""actionType"": ""LIMITED_SUMMON"", ""effectGroup"": ""Limited Summon"", ""actionText"": ""Summon or interact with a Limited Summon"", ""target"": ""Your primary creature"", ""value"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""limitedSummon"", ""params"": {""target"": ""Your primary creature"", ""valueText"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
082-E02,082,Gnarled Hand,MAGIC,Epic,,INFINITE,EQUIP,TRUE,FALSE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}",2,Card Movement,SEND_TO_CEMETERY,sendToCemetery,Your primary creature,"Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.",[],"{""target"": ""Your primary creature"", ""valueText"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,TRUE,TRUE,TRUE,,"Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.","{""id"": ""082-E02"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""actionType"": ""SEND_TO_CEMETERY"", ""effectGroup"": ""Card Movement"", ""actionText"": ""Send card to cemetery"", ""target"": ""Your primary creature"", ""value"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""sendToCemetery"", ""params"": {""target"": ""Your primary creature"", ""valueText"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon a creature with an AL less than your primary creature from your hand as a Limited Summon. If this card is destroyed, send the Limited Summoned creature to your cemetery.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
083-E01,083,Gluttony,CREATURE,Epic,Demon,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}",1,Magic Destruction,DESTROY_ALL_MAGIC,destroyAllMagic,Magic card(s) on the field,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.",[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,FALSE,FALSE,TRUE,On-summon destroy-all-magic plus dynamic modifier count and future buff immunity.,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.","{""id"": ""083-E01"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""actionType"": ""DESTROY_ALL_MAGIC"", ""effectGroup"": ""Magic Destruction"", ""actionText"": ""Destroy all matching magic cards"", ""target"": ""Magic card(s) on the field"", ""value"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""destroyAllMagic"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""On-summon destroy-all-magic plus dynamic modifier count and future buff immunity."", ""needsReview"": true}"
083-E02,083,Gluttony,CREATURE,Epic,Demon,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}",2,Immunity,UNAFFECTED_BY_MAGIC,applyImmunity,Magic card(s) on the field,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.",[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,FALSE,FALSE,TRUE,On-summon destroy-all-magic plus dynamic modifier count and future buff immunity.,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.","{""id"": ""083-E02"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""actionType"": ""UNAFFECTED_BY_MAGIC"", ""effectGroup"": ""Immunity"", ""actionText"": ""Apply immunity or unaffected state"", ""target"": ""Magic card(s) on the field"", ""value"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyImmunity"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""On-summon destroy-all-magic plus dynamic modifier count and future buff immunity."", ""needsReview"": true}"
083-E03,083,Gluttony,CREATURE,Epic,Demon,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}",3,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,Magic card(s) on the field,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.",[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,FALSE,FALSE,TRUE,On-summon destroy-all-magic plus dynamic modifier count and future buff immunity.,"When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.","{""id"": ""083-E03"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Magic card(s) on the field"", ""value"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, destroy all magic cards on the field. For each magic card destroyed, add +1 Modifier to this card. This card is unaffected by other Hit Modifier and Hit Dice Roll increases.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""On-summon destroy-all-magic plus dynamic modifier count and future buff immunity."", ""needsReview"": true}"
084-E01,084,Bramble Field,MAGIC,Common,,INFINITE,FIELD,FALSE,TRUE,BEGINNING_OF_YOUR_TURN,TEXT,"{""type"": ""TEXT"", ""text"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.""}",1,Damage,DAMAGE,damage,All creatures matching condition,"At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.",[],"{""target"": ""All creatures matching condition"", ""valueText"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": ""BEGINNING_OF_TURN""}",INSTANT_DAMAGE,WHILE_ON_FIELD,,,While on field,,BEGINNING_OF_TURN,FALSE,FALSE,FALSE,TRUE,Requires wings trait tagging.,"At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.","{""id"": ""084-E01"", ""trigger"": ""BEGINNING_OF_YOUR_TURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""All creatures matching condition"", ""value"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""All creatures matching condition"", ""valueText"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""At the beginning of your turn, inflict 5 damage to all creatures that do not have wings.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": ""BEGINNING_OF_TURN""}, ""notes"": ""Requires wings trait tagging."", ""needsReview"": true}"
